INCIDENT_KEY,OCCUR_DATE,OCCUR_TIME,BORO,LOC_IN_OUT,PRECINCT,JURISDICTION_CODE,LOC_CLASS,LOCATION_DESC,MURDER_FLAG,PERP_AGE,PERP_SEX,PERP_RACE,VIC_AGE,VIC_SEX,VIC_RACE,X_COORD,Y_COORD,LAT,LONG
281798377,2/6/24,12:02:00,BRONX,OUTSIDE,42,0,HOUSING,MULTI DWELL - PUBLIC HOUS,N,25-44,M,WHITE HISPANIC,25-44,M,BLACK,1010948,243509,40.8350109,-73.90351954
283885164,3/16/24,12:45:00,MANHATTAN,OUTSIDE,9,0,STREET,(null),N,25-44,M,WHITE HISPANIC,45-64,F,ASIAN / PACIFIC ISLANDER,989057,204238,40.72726147876676,-73.98265669
282033298,2/10/24,5:10:00,BRONX,INSIDE,52,0,DWELLING,MULTI DWELL - APT BUILD,Y,25-44,M,BLACK HISPANIC,25-44,F,BLACK HISPANIC,1015796,257648,40.873803,-73.885931
284213336,3/23/24,2:14:00,BROOKLYN,OUTSIDE,78,0,STREET,(null),N,(null),(null),(null),25-44,M,BLACK,990105,182697,40.668137,-73.978893
282291421,2/14/24,19:57:00,BRONX,INSIDE,46,0,DWELLING,MULTI DWELL - APT BUILD,N,<18,M,BLACK HISPANIC,<18,M,BLACK HISPANIC,1010817,251321,40.856454,-73.90396
282368516,2/17/24,2:36:00,QUEENS,OUTSIDE,102,0,STREET,GAS STATION,N,18-24,M,BLACK,18-24,M,BLACK,1036134,192055,40.693673,-73.812899
283198892,3/4/24,17:40:00,BRONX,OUTSIDE,46,0,STREET,(null),N,18-24,M,BLACK,<18,M,WHITE HISPANIC,1012233,252363,40.85930853041023,-73.89883889
283051133,3/1/24,1:00:00,STATEN ISLAND,INSIDE,120,0,DWELLING,MULTI DWELL - APT BUILD,N,45-64,F,BLACK,65+,M,BLACK,963011,168376,40.628807,-74.076515
279800218,1/1/24,8:15:00,BROOKLYN,OUTSIDE,75,0,STREET,(null),N,25-44,M,BLACK,45-64,M,BLACK,1011437,186306,40.678004,-73.901983
282117921,2/12/24,16:32:00,BRONX,INSIDE,44,1,TRANSIT,(null),N,<18,M,BLACK HISPANIC,25-44,M,BLACK,1007839,246906,40.844343526095244,-73.9147428
284155823,3/21/24,22:33:00,QUEENS,OUTSIDE,113,0,STREET,(null),Y,(null),(null),(null),18-24,M,BLACK,1049436,188454,40.6837,-73.764966
280894361,1/21/24,22:15:00,BRONX,INSIDE,44,0,DWELLING,MULTI DWELL - APT BUILD,N,25-44,M,WHITE HISPANIC,25-44,M,WHITE HISPANIC,1007306,244828,40.838642,-73.916673
282423225,2/18/24,3:56:00,MANHATTAN,OUTSIDE,32,0,STREET,(null),N,25-44,M,BLACK,45-64,M,BLACK,999508,235734,40.813698,-73.944875
282033298,2/10/24,5:10:00,BRONX,INSIDE,52,0,DWELLING,MULTI DWELL - APT BUILD,Y,25-44,M,BLACK HISPANIC,<18,M,BLACK HISPANIC,1015796,257648,40.873803,-73.885931
282899915,2/27/24,20:20:00,BRONX,OUTSIDE,47,0,STREET,(null),N,(null),(null),(null),25-44,M,BLACK,1024750,268626,40.903897,-73.853488
283518253,3/10/24,23:51:00,BROOKLYN,INSIDE,73,0,HOUSING,MULTI DWELL - PUBLIC HOUS,N,(null),(null),(null),18-24,M,BLACK,1006025,185468,40.675719,-73.921496
280126745,1/7/24,18:12:00,MANHATTAN,OUTSIDE,30,0,STREET,(null),Y,45-64,M,BLACK HISPANIC,25-44,M,BLACK HISPANIC,996345,238254,40.82062,-73.9563
283051134,3/1/24,2:30:00,BRONX,OUTSIDE,41,0,STREET,(null),N,25-44,M,BLACK,25-44,M,BLACK HISPANIC,1010774,235171,40.812125995016096,-73.90418129
283883225,3/16/24,6:50:00,QUEENS,OUTSIDE,100,2,HOUSING,MULTI DWELL - PUBLIC HOUS,N,25-44,M,BLACK,25-44,M,BLACK,1039777,155013,40.59198,-73.800066
283831608,3/15/24,22:16:00,MANHATTAN,OUTSIDE,28,0,STREET,(null),N,(null),(null),(null),45-64,M,BLACK,998100,233193,40.806726,-73.949968
283691722,3/13/24,16:30:00,BRONX,OUTSIDE,44,0,STREET,(null),N,(null),(null),(null),25-44,M,BLACK HISPANIC,1007715,241546,40.829632,-73.915209
282910022,2/28/24,0:07:00,BRONX,INSIDE,48,0,DWELLING,MULTI DWELL - APT BUILD,N,(null),(null),(null),18-24,M,WHITE HISPANIC,1013843,251882,40.857985,-73.89302
279978931,1/4/24,14:32:00,BRONX,OUTSIDE,43,2,HOUSING,MULTI DWELL - PUBLIC HOUS,N,25-44,M,BLACK,25-44,M,BLACK,1025580,236917,40.816863,-73.850683
281321670,1/29/24,19:22:00,BROOKLYN,OUTSIDE,75,0,STREET,(null),N,(null),(null),(null),18-24,M,WHITE HISPANIC,1013437,179685,40.659825,-73.8948
283885164,3/16/24,12:45:00,MANHATTAN,OUTSIDE,9,0,STREET,(null),N,25-44,M,WHITE HISPANIC,25-44,M,BLACK,989057,204238,40.72726147876676,-73.98265669
283836676,3/16/24,4:28:00,BROOKLYN,OUTSIDE,67,0,STREET,(null),Y,(null),(null),(null),18-24,M,BLACK,1007805,175318,40.647853,-73.915116
284047223,3/18/24,18:01:00,BROOKLYN,OUTSIDE,67,0,STREET,PVT HOUSE,N,18-24,M,BLACK,45-64,M,BLACK,1005324,178327,40.656119,-73.924046
283020990,2/29/24,11:11:00,MANHATTAN,INSIDE,28,0,DWELLING,MULTI DWELL - APT BUILD,Y,25-44,M,BLACK,45-64,M,BLACK,997786,231697,40.802621,-73.951104
282962459,2/28/24,17:50:00,BROOKLYN,OUTSIDE,71,0,STREET,(null),Y,(null),(null),(null),25-44,M,BLACK,995628,181599,40.665118,-73.958987
281250472,1/27/24,20:40:00,QUEENS,OUTSIDE,113,0,STREET,(null),N,(null),(null),(null),25-44,F,BLACK,1042217,185109,40.67457,-73.791022
283920709,3/5/24,1:00:00,BRONX,INSIDE,44,0,DWELLING,MULTI DWELL - APT BUILD,Y,45-64,M,BLACK,25-44,M,BLACK,1003462,242605,40.832551,-73.930574
282454308,2/18/24,13:59:00,BROOKLYN,INSIDE,76,0,HOUSING,MULTI DWELL - PUBLIC HOUS,N,(null),(null),(null),45-64,F,WHITE HISPANIC,982323,185643,40.676224,-74.006944
282063848,2/11/24,18:08:00,BROOKLYN,INSIDE,75,0,COMMERCIAL,GROCERY/BODEGA,N,25-44,M,WHITE HISPANIC,45-64,M,BLACK HISPANIC,1015089,182929,40.668723,-73.888832
281552304,2/2/24,0:41:00,BROOKLYN,INSIDE,72,0,DWELLING,(null),N,18-24,M,ASIAN / PACIFIC ISLANDER,25-44,M,ASIAN / PACIFIC ISLANDER,982591,172686,40.64066,-74.005978
281248217,1/27/24,8:00:00,QUEENS,OUTSIDE,114,0,STREET,(null),N,25-44,M,WHITE HISPANIC,25-44,M,WHITE HISPANIC,1005115,219245,40.76843,-73.924674
280107186,1/6/24,13:32:00,MANHATTAN,INSIDE,14,0,COMMERCIAL,(null),N,25-44,M,BLACK,25-44,M,BLACK,986962,214020,40.754112,-73.99021
284321059,3/25/24,22:09:00,BRONX,INSIDE,46,0,COMMERCIAL,SMALL MERCHANT,N,(null),(null),(null),18-24,M,AMERICAN INDIAN/ALASKAN NATIVE,1013790,253301,40.861879,-73.893205
279799858,1/1/24,14:57:00,BRONX,OUTSIDE,52,0,STREET,(null),N,25-44,M,BLACK HISPANIC,18-24,M,BLACK,1014086,254305,40.86463266264929,-73.89213149
284213334,3/23/24,0:06:00,MANHATTAN,OUTSIDE,25,0,STREET,(null),N,(null),(null),(null),18-24,M,WHITE HISPANIC,1001575,232339,40.804375769710255,-73.93742024
281798378,2/6/24,15:45:00,BRONX,OUTSIDE,40,0,HOUSING,MULTI DWELL - PUBLIC HOUS,N,25-44,M,BLACK,25-44,F,BLACK HISPANIC,1006288,232919,40.805958,-73.920393
283497924,3/9/24,18:30:00,BRONX,INSIDE,46,0,DWELLING,MULTI DWELL - APT BUILD,N,(null),(null),(null),18-24,M,BLACK HISPANIC,1009998,247787,40.846758,-73.906936
283447059,3/8/24,20:00:00,BRONX,OUTSIDE,52,0,STREET,(null),N,<18,M,BLACK HISPANIC,<18,M,BLACK,1013654,255157,40.866974,-73.893689
283570840,3/11/24,1:03:00,BROOKLYN,OUTSIDE,81,0,STREET,(null),N,(null),(null),(null),25-44,M,BLACK,1002496,192024,40.693722,-73.934201
280500173,1/13/24,23:59:00,MANHATTAN,OUTSIDE,34,0,STREET,(null),N,25-44,M,WHITE HISPANIC,25-44,M,BLACK HISPANIC,1006957,255000,40.866564,-73.9179
282041194,2/10/24,21:25:00,BRONX,OUTSIDE,44,0,STREET,(null),N,18-24,M,BLACK HISPANIC,18-24,M,BLACK HISPANIC,1007536,244566,40.837924,-73.915846
280943247,1/22/24,10:20:00,BROOKLYN,OUTSIDE,73,0,STREET,(null),Y,18-24,M,BLACK,25-44,M,BLACK,1005800,181690,40.665347541429526,-73.92232132
281577208,2/2/24,12:02:00,BRONX,OUTSIDE,43,2,HOUSING,MULTI DWELL - PUBLIC HOUS,N,25-44,M,BLACK,25-44,M,BLACK,1020568,239896,40.825062,-73.868772
280245039,1/9/24,15:43:00,BRONX,INSIDE,47,0,COMMERCIAL,COMMERCIAL BLDG,N,(null),(null),(null),25-44,M,BLACK,1031274,261802,40.885136,-73.829935
282117921,2/12/24,16:32:00,BRONX,INSIDE,44,1,TRANSIT,(null),N,<18,M,BLACK HISPANIC,<18,M,BLACK,1007839,246906,40.844343526095244,-73.9147428
280519832,1/14/24,5:14:00,QUEENS,OUTSIDE,103,0,COMMERCIAL,BAR/NIGHT CLUB,N,(null),(null),(null),25-44,M,BLACK,1036701,195143,40.702143734840696,-73.81083176
280894363,1/21/24,2:30:00,MANHATTAN,OUTSIDE,34,0,STREET,(null),N,(null),(null),(null),25-44,M,WHITE HISPANIC,1005201,253699,40.862996,-73.924253
283971727,3/19/24,2:43:00,BROOKLYN,OUTSIDE,69,0,STREET,(null),Y,(null),(null),(null),18-24,M,BLACK,1014540,173538,40.642947,-73.890854
282833318,2/26/24,16:10:00,BROOKLYN,OUTSIDE,77,0,STREET,(null),Y,25-44,M,BLACK,25-44,M,BLACK,996039,184097,40.671975,-73.957498
280879491,1/21/24,6:08:00,BRONX,INSIDE,47,0,STREET,(null),N,(null),(null),(null),25-44,M,BLACK,1023421,264176,40.891691,-73.858323
282177020,2/13/24,11:00:00,BRONX,OUTSIDE,43,0,STREET,(null),N,45-64,F,WHITE HISPANIC,25-44,M,BLACK HISPANIC,1018372,241782,40.830246,-73.876697
282423225,2/18/24,3:56:00,MANHATTAN,OUTSIDE,32,0,STREET,(null),N,25-44,M,BLACK,18-24,M,BLACK,999508,235734,40.813698,-73.944875
281822467,2/7/24,0:15:00,BROOKLYN,OUTSIDE,75,0,STREET,(null),N,(null),(null),(null),25-44,M,BLACK,1012948,186523,40.67859275036239,-73.89653524
282117253,2/12/24,15:00:00,BRONX,OUTSIDE,40,0,STREET,(null),N,(null),(null),(null),<18,M,BLACK,1010096,237401,40.818249,-73.906619
280943246,1/22/24,22:21:00,BRONX,OUTSIDE,44,0,STREET,(null),N,25-44,M,BLACK HISPANIC,18-24,M,WHITE HISPANIC,1006796,241740,40.83017,-73.918527
284444369,3/27/24,13:12:00,BROOKLYN,OUTSIDE,79,0,STREET,(null),N,(null),(null),(null),18-24,M,BLACK,1000374,189791,40.687596,-73.941859
282117921,2/12/24,16:32:00,BRONX,INSIDE,44,1,TRANSIT,(null),Y,<18,M,BLACK HISPANIC,25-44,M,BLACK,1007839,246906,40.844343526095244,-73.9147428
283691721,3/13/24,14:24:00,BRONX,OUTSIDE,44,0,STREET,(null),N,(null),(null),(null),18-24,M,BLACK HISPANIC,1007072,239961,40.825285,-73.917538
283883226,3/16/24,19:18:00,QUEENS,OUTSIDE,113,0,STREET,(null),N,(null),(null),(null),25-44,M,BLACK,1046640,184405,40.672608,-73.775084
282706131,2/23/24,20:06:00,BRONX,OUTSIDE,41,0,STREET,(null),N,25-44,M,BLACK,18-24,M,WHITE HISPANIC,1015160,237028,40.817209,-73.888326
282490614,2/20/24,1:01:00,BROOKLYN,OUTSIDE,73,0,DWELLING,MULTI DWELL - APT BUILD,N,(null),(null),(null),18-24,M,BLACK,1009868,180290,40.661495,-73.907661
282705914,2/23/24,19:00:00,BRONX,OUTSIDE,49,0,STREET,(null),N,(null),(null),(null),<18,M,BLACK HISPANIC,1021688,248215,40.847891,-73.864681
284321058,3/25/24,21:00:00,BRONX,OUTSIDE,40,2,HOUSING,MULTI DWELL - PUBLIC HOUS,N,(null),(null),(null),<18,M,BLACK,1009821,236558,40.815938,-73.907617
282033298,2/10/24,5:10:00,BRONX,INSIDE,52,0,DWELLING,MULTI DWELL - APT BUILD,N,25-44,M,BLACK HISPANIC,25-44,F,BLACK HISPANIC,1015796,257648,40.873803,-73.885931
283497925,3/9/24,4:40:00,BROOKLYN,OUTSIDE,69,0,STREET,(null),N,25-44,M,BLACK,18-24,F,BLACK,1012016,169344,40.631446,-73.899965
281250469,1/27/24,20:40:00,BROOKLYN,INSIDE,71,0,DWELLING,(null),N,25-44,M,BLACK,25-44,M,BLACK,1000996,178613,40.656915,-73.939645
282368516,2/17/24,2:36:00,QUEENS,OUTSIDE,102,0,STREET,GAS STATION,N,18-24,M,WHITE HISPANIC,18-24,M,BLACK,1036134,192055,40.693673,-73.812899
284583088,3/31/24,0:45:00,BROOKLYN,OUTSIDE,75,0,STREET,(null),N,(null),(null),(null),25-44,M,BLACK,1012992,186298,40.677976,-73.896377
281078953,1/24/24,23:26:00,BROOKLYN,OUTSIDE,73,0,STREET,(null),Y,(null),(null),(null),25-44,M,BLACK,1008858,186137,40.677546,-73.911282
282041193,2/11/24,3:13:00,BRONX,OUTSIDE,48,0,COMMERCIAL,BAR/NIGHT CLUB,N,(null),(null),(null),18-24,F,BLACK,1014256,250228,40.853443,-73.891534
281097850,1/25/24,1:15:00,BROOKLYN,INSIDE,78,0,DWELLING,MULTI DWELL - APT BUILD,Y,18-24,M,BLACK,25-44,F,WHITE,989354,184406,40.672828,-73.9816
284257898,3/23/24,1:30:00,BRONX,OUTSIDE,43,0,STREET,(null),N,(null),(null),(null),18-24,F,BLACK,1024142,234790,40.811031,-73.855888
281865458,2/7/24,19:16:00,MANHATTAN,OUTSIDE,28,0,STREET,(null),N,(null),(null),(null),18-24,M,BLACK,997144,230833,40.800251,-73.953426
282117921,2/12/24,16:32:00,BRONX,INSIDE,44,1,TRANSIT,(null),N,<18,M,BLACK HISPANIC,25-44,F,WHITE HISPANIC,1007839,246906,40.844343526095244,-73.9147428
282064253,2/11/24,21:50:00,MANHATTAN,OUTSIDE,13,0,STREET,(null),N,18-24,M,BLACK HISPANIC,25-44,M,BLACK,987366,208421,40.738744,-73.988753
281798379,2/6/24,23:30:00,BROOKLYN,OUTSIDE,75,0,STREET,(null),N,(null),(null),(null),45-64,M,BLACK,1017027,181266,40.664149311957004,-73.88185482
282129810,2/13/24,3:06:00,QUEENS,OUTSIDE,100,0,HOUSING,MULTI DWELL - PUBLIC HOUS,N,(null),(null),(null),25-44,M,BLACK,1039777,155013,40.59198,-73.800066
284275012,3/24/24,19:45:00,BROOKLYN,OUTSIDE,67,0,DWELLING,(null),Y,(null),(null),(null),<18,M,BLACK,1000142,176176,40.650225,-73.942728
284274405,3/24/24,19:20:00,MANHATTAN,OUTSIDE,25,0,STREET,(null),Y,(null),(null),(null),25-44,M,WHITE HISPANIC,1001963,233039,40.806296307097966,-73.93601689
282033298,2/10/24,5:10:00,BRONX,INSIDE,52,0,DWELLING,MULTI DWELL - APT BUILD,Y,25-44,M,BLACK HISPANIC,<18,M,BLACK,1015796,257648,40.873803,-73.885931
284584434,3/30/24,20:50:00,BRONX,OUTSIDE,46,0,STREET,(null),N,(null),(null),(null),18-24,M,BLACK HISPANIC,1013076,252524,40.85974771441924,-73.89579068
280879491,1/21/24,6:08:00,BRONX,INSIDE,47,0,STREET,(null),Y,(null),(null),(null),45-64,M,BLACK,1023421,264176,40.891691,-73.858323
282421353,2/16/24,16:43:00,BROOKLYN,INSIDE,75,0,DWELLING,MULTI DWELL - APT BUILD,Y,25-44,M,BLACK HISPANIC,25-44,F,WHITE HISPANIC,1017931,188785,40.684785,-73.878556
280447061,1/12/24,16:07:00,MANHATTAN,OUTSIDE,32,0,STREET,MULTI DWELL - APT BUILD,N,25-44,M,BLACK,45-64,M,BLACK,1000993,237483,40.818498,-73.939508
282682441,2/23/24,4:40:00,BRONX,INSIDE,46,1,TRANSIT,(null),Y,25-44,M,BLACK HISPANIC,45-64,M,WHITE HISPANIC,1011698,251174,40.85604676326622,-73.90077784
279799858,1/1/24,14:57:00,BRONX,OUTSIDE,52,0,STREET,(null),N,25-44,M,WHITE HISPANIC,18-24,M,BLACK,1014086,254305,40.86463266264929,-73.89213149
